pago_id,monto,fecha,id_usuario,id_videojuego
5457,18500,2020-04-14,136,1011
6051,18500,2020-03-16,113,1011
3739,18500,2021-03-20,108,1011
3803,18500,2020-09-09,107,1011
6148,18500,2020-01-22,129,1011
5495,18500,2020-09-21,91,1011
5534,18500,2021-02-07,38,1011
4314,18500,2021-04-15,105,1011
5363,18500,2020-08-08,92,1011
5311,18500,2020-08-11,32,1011
5827,18500,2021-01-29,147,1011
5123,18500,2021-05-29,28,1011
4753,14800,2021-08-16,124,1011
4903,14800,2021-11-05,47,1011
6242,14800,2020-08-20,95,1011
5377,14800,2020-01-28,35,1011
3938,14800,2020-11-01,99,1011
4432,22400,2020-08-14,81,1020
3558,22400,2020-01-05,145,1020
6182,22400,2020-11-03,130,1020
5370,22400,2020-05-18,35,1020
4946,22400,2021-12-08,128,1020
3609,22400,2020-02-22,115,1020
4156,22400,2021-08-27,112,1020
4154,22400,2020-07-26,54,1020
5264,30800,2021-01-29,88,1020
4372,30800,2021-03-02,23,1020
4055,30800,2020-10-16,96,1020
3714,30800,2021-11-29,97,1020
5932,30800,2021-01-13,46,1020
3900,30800,2021-11-16,127,1020
4576,30800,2021-09-17,126,1020
3861,30800,2021-05-11,146,1020
4402,19600,2020-09-26,110,1020
4742,19600,2021-12-02,124,1020
4686,19600,2020-06-13,27,1020
5336,19600,2021-10-01,32,1020
5115,19600,2020-10-07,83,1020
5551,19600,2020-12-09,38,1020
4496,19600,2021-10-31,74,1020
4562,19600,2021-06-10,117,1020
4931,28000,2021-04-24,47,1020
5775,28000,2021-09-14,10,1020
4466,28000,2020-01-11,11,1020
5031,28000,2020-07-27,121,1020
5863,22400,2020-11-26,45,1020
4608,22400,2020-08-04,120,1020
3666,22400,2021-07-05,109,1020
6206,22400,2020-04-05,135,1020
4334,22400,2020-10-23,148,1020
5487,18500,2020-03-07,91,1026
5745,18500,2021-03-26,80,1026
5589,18500,2020-04-09,36,1026
5459,18500,2021-08-26,136,1026
3972,18500,2021-06-24,125,1026
4526,18500,2021-04-04,74,1026
5540,18500,2020-08-14,38,1026
6081,18500,2021-12-09,78,1026
6036,18500,2021-01-28,138,1026
4250,18500,2021-09-29,143,1026
4842,18500,2020-02-13,141,1026
3882,18500,2021-10-16,146,1026
5691,18500,2021-05-22,12,1026
5971,18500,2021-05-07,44,1026
4838,18500,2021-02-21,150,1026
3599,18500,2020-06-15,115,1026
4541,18500,2021-09-25,117,1026
4341,18500,2020-04-18,148,1026
6159,18500,2020-10-10,129,1026
3501,18500,2021-11-23,102,1026
5149,18500,2021-05-31,28,1026
3782,18500,2021-01-11,107,1026
3570,18500,2021-11-03,104,1026
4768,18500,2021-07-16,64,1026
5276,18500,2020-12-04,88,1026
6322,18500,2020-01-05,76,1026
5389,18500,2020-12-28,35,1026
5303,18500,2020-08-08,149,1026
4213,18500,2021-10-09,93,1026
5177,18500,2021-03-13,85,1026
6042,33500,2020-04-04,138,1029
5273,33500,2020-01-14,88,1029
5920,33500,2021-08-28,144,1029
4345,33500,2020-02-27,148,1029
4329,33500,2021-01-28,41,1029
4770,33500,2021-03-18,64,1029
4138,33500,2021-01-29,54,1029
3839,33500,2020-07-16,101,1029
4839,33500,2020-05-05,150,1029
3707,33500,2020-04-03,97,1029
4184,33500,2020-10-15,112,1029
5973,33500,2020-03-29,44,1029
5146,33500,2021-03-09,28,1029
4638,33500,2020-12-16,106,1029
3606,33500,2020-02-07,115,1029
4735,33500,2021-03-19,124,1029
4594,33500,2021-11-11,126,1029
5482,33500,2021-08-08,91,1029
3568,33500,2020-03-03,104,1029
6316,33500,2021-10-17,76,1029
4613,33500,2020-02-02,120,1029
5387,33500,2021-01-07,35,1029
5466,33500,2020-06-12,19,1029
5230,33500,2020-10-12,118,1029
4295,33500,2020-11-15,79,1029
4535,33500,2020-06-21,117,1029
5879,33500,2021-02-27,45,1029
5595,33500,2021-12-06,134,1029
3511,33500,2021-09-20,102,1029
3784,33500,2021-05-07,107,1029
4308,33500,2020-04-11,105,1029
4523,33500,2021-03-13,74,1029
4217,33500,2020-02-25,93,1029
3975,33500,2021-06-07,125,1029
5300,33500,2021-01-13,149,1029
5542,33500,2021-06-25,38,1029
5908,8750,2020-12-14,69,1121
3916,8750,2020-12-02,127,1121
4948,8750,2021-02-04,128,1121
6300,8750,2021-12-09,94,1121
6283,8750,2021-08-13,132,1121
6129,8750,2021-06-07,129,1121
3526,8750,2021-03-26,22,1121
4611,8750,2021-05-30,120,1121
5943,12500,2021-05-10,46,1121
3810,12500,2020-09-09,107,1121
4684,12500,2021-07-07,142,1121
6087,12500,2021-09-15,78,1121
4317,12500,2020-09-25,105,1121
6027,12500,2020-02-26,138,1121
5830,12500,2021-05-14,147,1121
5649,12500,2021-10-11,86,1121
4860,12500,2021-04-29,141,1121
3944,12500,2021-03-27,99,1121
5480,12500,2021-05-17,19,1121
5213,12500,2021-09-23,123,1121
6214,12500,2020-07-01,135,1121
4478,12500,2021-10-20,11,1121
4893,12500,2021-07-17,47,1121
5371,21000,2021-01-21,35,1164
6195,21000,2020-01-28,135,1164
5709,21000,2020-01-08,139,1164
3553,21000,2021-12-02,145,1164
4913,21000,2021-07-29,47,1164
4939,21000,2020-11-17,128,1164
4431,21000,2020-09-15,81,1164
5983,21000,2020-04-21,98,1164
3702,21000,2021-07-01,97,1164
5124,21000,2021-11-03,28,1164
5456,21000,2021-01-20,136,1164
4132,21000,2021-07-21,54,1164
4625,21000,2020-09-30,106,1164
5816,21000,2020-12-12,30,1164
4045,27300,2021-10-02,96,1164
3942,27300,2021-10-29,99,1164
6169,27300,2020-04-27,130,1164
4335,27300,2020-06-21,148,1164
5749,27300,2020-02-21,80,1164
5869,27300,2020-10-24,45,1164
4232,27300,2020-03-23,143,1164
3918,34500,2021-05-11,127,1262
3530,34500,2021-01-15,22,1262
3683,34500,2020-04-18,97,1262
5705,34500,2021-05-16,139,1262
6296,34500,2021-05-08,94,1262
4875,34500,2021-04-23,103,1262
5250,34500,2021-01-25,88,1262
6264,34500,2021-05-18,95,1262
4904,24150,2020-08-06,47,1262
4256,24150,2020-04-10,79,1262
4119,24150,2021-10-07,54,1262
5139,24150,2020-06-11,28,1262
4619,24150,2020-12-03,120,1262
5333,37950,2020-03-27,32,1262
3848,37950,2021-09-20,146,1262
5617,37950,2020-05-05,134,1262
3775,37950,2020-01-11,116,1262
6227,37950,2021-10-16,135,1262
5637,37950,2020-12-10,131,1262
5404,37950,2020-01-11,84,1262
4307,37950,2020-04-27,105,1262
4661,37950,2021-05-22,142,1262
4626,34500,2020-06-21,106,1262
6119,34500,2021-05-20,140,1262
5029,34500,2020-01-29,121,1262
4954,34500,2021-04-03,128,1262
5809,34500,2021-10-06,30,1262
5204,34500,2020-05-25,123,1262
5071,34500,2020-02-21,82,1262
4986,31050,2020-09-09,111,1262
5382,31050,2020-03-30,35,1262
6075,31050,2020-09-12,78,1262
4245,31050,2021-01-18,143,1262
3564,31050,2021-01-23,104,1262
4771,31050,2021-04-06,64,1262
3843,31050,2021-05-11,101,1262
3591,31050,2020-11-07,115,1262
5184,31050,2020-01-25,85,1262
5744,31050,2021-04-19,80,1262
4212,31050,2020-10-02,93,1262
3654,31050,2021-11-22,9,1262
4367,31050,2020-07-31,23,1262
3512,31050,2020-02-09,102,1262
4519,31050,2020-12-30,74,1262
4713,31050,2021-11-03,133,1262
5090,31050,2020-11-08,83,1262
5969,31050,2020-08-29,44,1262
5289,31050,2020-01-29,149,1262
5473,31050,2020-07-15,19,1262
5886,31050,2021-04-21,45,1262
4724,31050,2021-04-20,124,1262
6184,31050,2021-04-01,130,1262
5458,31050,2020-06-16,136,1262
4537,31050,2020-11-12,117,1262
4181,31050,2020-02-08,112,1262
6037,31050,2020-04-14,138,1262
4834,31050,2021-06-27,150,1262
3783,31050,2021-04-14,107,1262
5684,31050,2020-08-19,12,1262
6319,31050,2021-07-23,76,1262
5484,31050,2021-09-09,91,1262
3726,19600,2020-01-24,108,1266
4115,19600,2021-01-09,54,1266
5561,19600,2020-06-22,36,1266
3989,19600,2020-12-26,77,1266
4777,19600,2020-03-11,64,1266
3818,19600,2020-10-24,101,1266
3632,19600,2020-04-18,9,1266
5308,19600,2020-02-20,32,1266
4263,19600,2021-08-30,79,1266
4053,19600,2021-11-09,96,1266
5095,19600,2021-02-01,83,1266
4374,19600,2020-12-05,23,1266
4298,29400,2020-09-09,105,1266
5159,29400,2020-09-16,28,1266
3612,29400,2020-03-22,115,1266
5733,29400,2021-09-24,80,1266
5788,29400,2021-02-28,10,1266
5032,24500,2021-06-21,121,1266
4088,24500,2021-02-18,137,1266
3627,24500,2021-04-18,122,1266
4629,24500,2020-09-04,106,1266
4958,24500,2020-01-10,111,1266
4548,24500,2021-09-13,117,1266
4852,24500,2021-07-06,141,1266
6364,24500,2020-02-12,100,1266
4461,24500,2021-01-03,11,1266
3755,24500,2020-02-19,116,1266
5871,17150,2021-03-16,45,1266
6216,17150,2020-07-13,135,1266
6244,17150,2021-08-26,95,1266
4599,17150,2021-09-01,120,1266
6138,17150,2020-03-26,129,1266
6304,15500,2021-05-01,94,1331
5854,15500,2020-08-07,45,1331
5701,15500,2021-07-25,139,1331
5937,15500,2021-10-23,46,1331
4162,15500,2021-02-19,112,1331
4651,15500,2020-11-15,142,1331
4072,15500,2020-03-15,137,1331
5519,17050,2021-09-23,38,1331
3648,17050,2021-08-16,9,1331
6113,17050,2020-07-18,140,1331
3931,17050,2020-09-21,99,1331
5559,17050,2021-02-19,36,1331
6180,17050,2020-05-28,130,1331
5737,15500,2021-10-13,80,1331
5400,15500,2020-05-21,84,1331
4984,15500,2020-12-03,111,1331
4490,15500,2021-11-20,74,1331
5427,15500,2021-02-11,136,1331
3996,15500,2021-08-15,77,1331
5621,15500,2021-05-28,134,1331
4401,15500,2021-02-26,110,1331
6232,15500,2021-03-23,135,1331
4279,15500,2020-05-14,79,1331
5266,15500,2021-06-18,88,1331
4297,15500,2020-01-10,105,1331
6356,15500,2021-06-23,100,1331
3852,15500,2020-05-10,146,1331
3741,15500,2021-03-30,108,1331
5833,15500,2021-10-29,147,1331
5072,15500,2020-04-22,82,1331
6151,15500,2021-04-19,129,1331
5896,15500,2021-06-25,69,1331
4761,15500,2020-06-19,64,1331
5668,15500,2020-06-07,12,1331
4031,18600,2021-09-21,96,1331
5313,18600,2020-04-05,32,1331
5976,18600,2020-12-08,98,1331
5218,20150,2020-05-20,123,1331
5295,20150,2020-08-13,149,1331
4716,20150,2020-04-07,133,1331
4236,20150,2020-05-24,143,1331
3778,20150,2020-01-14,116,1331
5792,20150,2021-09-27,119,1331
3623,20150,2020-10-08,122,1331
4340,20150,2021-05-22,148,1331
5470,20150,2021-10-08,19,1331
6077,20150,2020-03-30,78,1331
4844,20150,2021-08-13,141,1331
4222,20150,2021-11-27,93,1331
6030,20150,2020-02-21,138,1331
5490,20150,2021-06-26,91,1331
3598,20150,2020-03-20,115,1331
4831,20150,2020-11-27,150,1331
5187,20150,2021-10-29,85,1331
3792,20150,2020-06-17,107,1331
4721,20150,2021-10-02,124,1331
3572,20150,2021-11-05,104,1331
3976,20150,2020-07-06,125,1331
3709,20150,2020-03-19,97,1331
4528,20150,2021-06-08,117,1331
3845,20150,2021-04-14,101,1331
5142,20150,2021-11-19,28,1331
3502,20150,2020-03-24,102,1331
5388,20150,2020-07-18,35,1331
4145,20150,2020-02-28,54,1331
4025,21500,2020-07-03,89,1352
5332,23650,2021-07-13,32,1352
4492,23650,2020-03-20,74,1352
5956,21500,2020-10-24,44,1352
3963,21500,2020-01-29,125,1352
4647,23650,2021-04-19,106,1352
4228,23650,2020-09-30,143,1352
4693,23650,2020-04-04,27,1352
3698,23650,2020-09-03,97,1352
4983,21500,2021-10-28,111,1352
5736,23650,2020-05-18,80,1352
4090,23650,2020-08-06,137,1352
5193,23650,2020-08-01,85,1352
5665,23650,2021-10-17,12,1352
6289,23650,2020-06-14,94,1352
4565,21500,2020-04-14,126,1352
6120,21500,2021-11-21,140,1352
4129,21500,2021-09-07,54,1352
5782,23650,2020-03-29,10,1352
4547,23650,2021-01-03,117,1352
4823,41650,2020-01-24,150,1372
3988,41650,2020-04-09,77,1372
5103,41650,2021-02-11,83,1372
4381,41650,2020-09-14,23,1372
4261,41650,2021-08-13,79,1372
3819,41650,2021-06-20,101,1372
6179,41650,2020-04-24,130,1372
5076,41650,2021-02-28,82,1372
4569,41650,2021-10-10,126,1372
5042,41650,2020-07-19,121,1372
3731,41650,2021-05-04,108,1372
3902,41650,2020-04-13,127,1372
5001,41650,2020-02-19,87,1372
4503,41650,2020-04-12,74,1372
5781,59500,2020-09-10,10,1372
3515,59500,2021-08-03,102,1372
5825,59500,2021-10-13,147,1372
3758,59500,2021-10-09,116,1372
5806,59500,2020-02-27,30,1372
3868,65450,2020-08-23,146,1372
5286,65450,2020-09-02,149,1372
6255,65450,2020-06-23,95,1372
4037,65450,2020-08-09,96,1372
5442,13050,2021-08-02,136,1802
3490,13050,2021-07-22,102,1802
6285,14355,2021-11-08,132,1802
6010,14355,2020-03-27,138,1802
4426,13050,2020-06-23,81,1802
4653,14355,2020-04-02,142,1802
4348,13050,2021-02-09,148,1802
4501,15950,2020-02-26,74,1802
5902,15950,2021-04-20,69,1802
4056,17545,2021-06-19,96,1802
5509,15950,2021-02-07,38,1802
4267,15950,2020-05-13,79,1802
5305,15950,2020-12-17,32,1802
6003,15950,2020-07-19,98,1802
3898,17545,2020-10-05,127,1802
4825,15950,2021-03-15,150,1802
6293,14500,2020-12-05,94,1802
4886,14500,2021-02-22,103,1802
4855,14500,2020-02-24,141,1802
4454,14500,2020-04-29,11,1802
5783,14500,2020-12-29,10,1802
4006,15950,2021-07-01,89,1802
4097,17545,2021-12-07,40,1802
4527,15950,2021-03-20,117,1802
4221,15950,2021-08-01,93,1802
5152,17545,2020-07-18,28,1802
4726,15950,2020-04-11,124,1802
6071,15950,2021-09-22,78,1802
5681,15950,2021-01-30,12,1802
5392,15950,2021-08-16,35,1802
5191,15950,2020-09-28,85,1802
5964,15950,2020-10-07,44,1802
3601,15950,2020-11-22,115,1802
5918,17545,2020-02-02,144,1802
5476,15950,2020-04-15,19,1802
4241,17545,2020-09-30,143,1802
3777,17545,2020-06-26,116,1802
3842,17545,2020-04-22,101,1802
4186,17545,2020-04-30,112,1802
3563,17545,2021-01-08,104,1802
5882,15950,2021-03-29,45,1802
5483,17545,2020-03-22,91,1802
5599,17545,2020-11-26,134,1802
6128,17545,2020-06-21,140,1802
5274,15950,2020-06-10,88,1802
4366,15950,2020-12-19,23,1802
3796,17545,2021-11-26,107,1802
5293,15950,2021-07-22,149,1802
5646,15950,2021-10-08,131,1802
5740,17545,2020-05-18,80,1802
4714,15950,2020-07-22,133,1802
4135,17545,2021-10-07,54,1802
4591,17545,2020-10-24,126,1802
5078,5600,2021-03-23,82,1871
4448,5600,2020-01-24,11,1871
4321,5600,2020-02-23,41,1871
4690,5600,2020-01-02,27,1871
5425,5600,2020-12-15,136,1871
3665,5600,2021-04-07,9,1871
5407,5600,2020-08-14,84,1871
5735,5600,2020-07-06,80,1871
5638,5600,2021-02-16,131,1871
4093,5600,2020-07-07,137,1871
3956,5600,2021-11-26,125,1871
6355,5600,2021-02-27,100,1871
3763,8000,2020-01-25,116,1871
5309,8000,2021-07-26,32,1871
3744,8000,2020-03-03,108,1871
6290,8000,2021-07-29,94,1871
5227,8000,2020-02-23,118,1871
5359,8000,2020-01-15,92,1871
4830,8000,2020-11-26,150,1871
4036,7200,2021-10-01,96,1871
6253,7200,2020-10-11,95,1871
5120,7200,2021-02-13,28,1871
4598,7200,2021-11-09,120,1871
6139,7200,2020-05-20,129,1871
5021,7200,2021-08-28,121,1871
6076,9600,2020-08-27,78,1871
4339,9600,2020-03-18,148,1871
5301,9600,2020-10-30,149,1871
6185,9600,2020-11-30,130,1871
5887,9600,2020-04-28,45,1871
3831,9600,2020-11-03,101,1871
4532,9600,2021-08-23,117,1871
4234,9600,2021-06-21,143,1871
3790,9600,2020-03-04,107,1871
3703,9600,2021-08-15,97,1871
4680,9600,2020-07-03,142,1871
3576,9600,2021-08-22,104,1871
4765,9600,2020-04-12,64,1871
5690,9600,2020-10-23,12,1871
4102,9600,2020-12-14,40,1871
5489,9600,2020-04-10,91,1871
5192,9600,2021-10-26,85,1871
3626,9600,2020-07-18,122,1871
6038,9600,2020-07-28,138,1871
6240,9600,2021-03-26,135,1871
5390,9600,2020-10-22,35,1871
4729,9600,2020-03-20,124,1871
4136,9600,2020-12-05,54,1871
5974,9600,2021-02-14,44,1871
3503,9600,2021-03-14,102,1871
4292,9600,2020-12-08,79,1871
4182,9600,2020-08-05,112,1871
5469,9600,2021-08-25,19,1871
4522,9600,2020-03-14,74,1871
5543,9600,2020-02-21,38,1871
5662,9600,2020-02-26,86,1871
3604,9600,2021-02-07,115,1871
4349,24300,2021-02-24,148,1887
4866,24300,2021-09-02,141,1887
6277,24300,2021-10-11,132,1887
4953,24300,2021-01-30,128,1887
4435,24300,2021-05-16,81,1887
4062,24300,2020-02-05,96,1887
5703,24300,2020-08-29,139,1887
4327,24300,2021-01-10,41,1887
6135,24300,2021-09-13,129,1887
5373,24300,2020-08-28,35,1887
3520,24300,2020-05-24,22,1887
3920,24300,2020-02-26,99,1887
3635,21600,2020-04-05,9,1887
5258,21600,2021-02-08,88,1887
3991,21600,2021-10-08,77,1887
3822,21600,2021-11-24,101,1887
5994,21600,2020-09-25,98,1887
5845,21600,2021-02-15,45,1887
5655,21600,2020-09-13,86,1887
4409,21600,2020-10-23,110,1887
3733,21600,2021-07-21,108,1887
5929,21600,2020-01-04,46,1887
5433,21600,2020-07-08,136,1887
4493,24300,2020-01-02,74,1887
4811,24300,2020-12-01,150,1887
6218,24300,2021-01-04,135,1887
4692,24300,2021-11-11,27,1887
4304,24300,2020-08-10,105,1887
6188,24300,2021-04-20,130,1887
4387,24300,2020-04-06,23,1887
3955,24300,2021-11-02,125,1887
4225,24300,2020-08-07,143,1887
5618,24300,2020-12-09,134,1887
3694,24300,2021-09-01,97,1887
4871,24300,2020-11-28,103,1887
4555,27000,2020-08-04,117,1887
5757,27000,2021-05-16,80,1887
4082,27000,2020-02-14,137,1887
3764,27000,2020-02-11,116,1887
5666,27000,2020-06-13,12,1887
4287,27000,2021-10-05,79,1887
6248,24300,2021-09-15,95,1887
3680,24300,2021-08-21,109,1887
5013,24300,2021-12-10,121,1887
4596,24300,2020-06-21,120,1887
5326,24300,2020-06-02,32,1887
5728,41600,2020-05-27,80,1942
3645,41600,2020-06-04,9,1942
4257,41600,2020-05-30,79,1942
4778,41600,2020-10-12,64,1942
5560,41600,2020-03-31,36,1942
5924,41600,2020-11-01,46,1942
6064,41600,2021-09-29,113,1942
3723,41600,2020-06-19,108,1942
5435,41600,2021-10-16,136,1942
5721,28800,2021-08-10,139,1942
3695,28800,2021-01-23,97,1942
6353,28800,2020-06-15,100,1942
3847,28800,2020-09-30,146,1942
5110,28800,2020-03-28,83,1942
6190,28800,2021-12-05,130,1942
4488,28800,2020-08-21,74,1942
4888,32000,2020-09-17,103,1942
5356,32000,2021-09-08,92,1942
4198,32000,2020-05-17,93,1942
5342,32000,2021-04-13,13,1942
4465,32000,2021-03-05,11,1942
4829,32000,2020-05-03,150,1942
6215,25600,2020-10-02,135,1942
5065,25600,2020-06-04,82,1942
4582,25600,2021-07-31,126,1942
5241,25600,2020-07-16,88,1942
5975,25600,2021-11-14,98,1942
3575,22400,2021-05-23,104,1942
4631,22400,2020-09-29,106,1942
4614,22400,2020-08-30,120,1942
4723,22400,2021-10-30,124,1942
6160,22400,2021-08-07,129,1942
6080,22400,2021-06-02,78,1942
3781,22400,2020-02-03,116,1942
4677,22400,2020-06-17,142,1942
5541,22400,2021-08-13,38,1942
5384,22400,2020-09-23,35,1942
3888,22400,2020-10-02,127,1942
3510,22400,2021-04-04,102,1942
5054,22400,2020-12-07,121,1942
4189,22400,2021-01-24,112,1942
3785,22400,2021-08-30,107,1942
3594,22400,2021-01-18,115,1942
4365,22400,2020-08-01,23,1942
4715,22400,2020-09-22,133,1942
6039,22400,2021-03-13,138,1942
3969,22400,2021-12-08,125,1942
5297,22400,2020-06-19,149,1942
5148,22400,2020-11-02,28,1942
4840,22400,2021-03-15,141,1942
4924,22400,2020-01-06,47,1942
5183,22400,2020-11-07,85,1942
4533,22400,2020-03-24,117,1942
5962,22400,2020-12-09,44,1942
5602,22400,2020-07-07,134,1942
5643,22400,2020-04-30,131,1942
4237,22400,2020-01-30,143,1942
4342,22400,2021-05-21,148,1942
3835,22400,2020-08-14,101,1942
5682,22400,2020-11-02,12,1942
5802,22400,2021-03-27,30,1942
5475,22400,2021-10-19,19,1942
6309,66300,2021-03-19,94,1970
6204,66300,2021-05-06,135,1970
3524,66300,2021-09-27,22,1970
4064,66300,2021-06-09,96,1970
5698,66300,2020-07-17,139,1970
3499,66300,2020-09-16,102,1970
4429,66300,2021-06-01,81,1970
5270,51000,2021-01-21,88,1970
5622,51000,2020-09-21,134,1970
3655,51000,2021-06-10,9,1970
6359,51000,2021-03-01,100,1970
5409,51000,2020-03-08,84,1970
5789,51000,2020-12-07,10,1970
4028,51000,2020-11-18,89,1970
5874,51000,2021-04-28,45,1970
4277,51000,2021-09-14,79,1970
3617,51000,2021-03-02,115,1970
4704,51000,2020-02-05,133,1970
4935,51000,2020-03-08,47,1970
3978,51000,2020-05-10,125,1970
6270,51000,2020-06-28,132,1970
3853,51000,2021-09-19,146,1970
6324,51000,2021-11-16,76,1970
3745,51000,2021-06-20,108,1970
5581,51000,2021-02-14,36,1970
5626,51000,2020-06-12,131,1970
5892,51000,2020-07-02,69,1970
5985,51000,2021-11-08,98,1970
4464,51000,2021-05-28,11,1970
6050,51000,2021-12-05,113,1970
5796,51000,2021-10-31,119,1970
4879,51000,2021-08-27,103,1970
6249,61200,2020-11-30,95,1970
5055,61200,2020-09-29,82,1970
5209,61200,2020-03-08,123,1970
3943,61200,2021-03-16,99,1970
5416,61200,2021-03-13,136,1970
5319,61200,2021-02-21,32,1970
4965,61200,2021-03-01,111,1970
4179,61200,2021-11-28,112,1970
6170,61200,2021-09-28,130,1970
5430,38500,2020-11-24,136,1985
3587,38500,2020-12-01,115,1985
3926,38500,2021-05-13,99,1985
5511,38500,2021-05-17,38,1985
3719,38500,2021-02-14,97,1985
6332,38500,2020-05-06,76,1985
4498,38500,2021-01-09,74,1985
5660,38500,2021-08-11,86,1985
6007,38500,2020-01-11,98,1985
5260,38500,2021-04-01,88,1985
4907,38500,2020-03-18,47,1985
4116,38500,2020-09-23,54,1985
5043,38500,2020-11-11,121,1985
3865,38500,2021-07-11,146,1985
5899,38500,2020-06-23,69,1985
6061,38500,2020-12-28,113,1985
5576,35000,2021-02-02,36,1985
4828,35000,2021-02-10,150,1985
5347,35000,2020-08-01,13,1985
4282,35000,2021-05-30,79,1985
3757,35000,2021-04-25,116,1985
5374,31500,2021-02-11,35,1985
4044,31500,2021-06-18,96,1985
4479,31500,2020-12-02,11,1985
5323,31500,2021-10-31,32,1985
5287,31500,2021-12-04,149,1985
3913,32850,2020-02-18,127,2155
4076,32850,2021-10-02,137,2155
6123,32850,2020-08-15,140,2155
5940,32850,2021-12-10,46,2155
6308,32850,2020-05-26,94,2155
5445,32850,2020-05-28,136,2155
5507,32850,2020-06-12,91,2155
4940,32850,2021-05-08,128,2155
4865,32850,2020-02-12,141,2155
5367,32850,2020-02-19,35,2155
4066,32850,2021-05-16,96,2155
6130,32850,2021-10-19,129,2155
4557,32850,2021-11-11,117,2155
6279,32850,2021-06-17,132,2155
4914,32850,2020-06-28,47,2155
4799,32850,2020-06-01,150,2155
5074,36500,2020-01-13,82,2155
5625,36500,2021-07-30,131,2155
5758,36500,2021-12-04,80,2155
5648,36500,2020-02-17,86,2155
5891,36500,2021-07-21,69,2155
5574,36500,2021-03-11,36,2155
5832,36500,2020-10-06,147,2155
3871,47450,2021-02-04,146,2155
5236,47450,2020-03-09,88,2155
4473,47450,2020-09-08,11,2155
6208,47450,2021-07-28,135,2155
3936,47450,2021-11-13,99,2155
4602,47450,2020-10-22,120,2155
6257,47450,2021-06-19,95,2155
4748,47450,2021-05-18,124,2155
5575,46750,2020-10-16,36,2207
4850,42500,2021-06-23,141,2207
4885,46750,2020-11-16,103,2207
4760,46750,2020-10-23,64,2207
5499,46750,2020-03-27,91,2207
6327,46750,2021-01-04,76,2207
3801,46750,2021-07-14,107,2207
6015,42900,2020-04-25,138,2993
4558,42900,2021-07-14,117,2993
3487,42900,2021-10-31,102,2993
5447,42900,2020-02-06,136,2993
4150,42900,2021-02-15,54,2993
3556,42900,2020-08-19,145,2993
4019,42900,2020-10-10,89,2993
4425,42900,2021-03-31,81,2993
4324,50700,2020-01-24,41,2993
6351,50700,2021-03-11,100,2993
4977,50700,2020-07-27,111,2993
5790,50700,2021-08-16,10,2993
5114,50700,2020-03-19,83,2993
4276,50700,2020-05-31,79,2993
3950,50700,2020-03-03,125,2993
5281,39000,2020-02-28,88,2993
4351,39000,2021-04-27,148,2993
5127,39000,2021-11-07,28,2993
5670,39000,2020-10-12,12,2993
4047,39000,2020-11-22,96,2993
6095,39000,2020-10-17,78,2993
3765,39000,2021-06-06,116,2993
4400,39000,2021-09-22,23,2993
5946,39000,2021-01-14,46,2993
4460,39000,2020-06-05,11,2993
4928,39000,2021-11-08,47,2993
5763,39000,2020-01-05,80,2993
4578,50700,2021-05-22,126,2993
5317,50700,2020-09-04,32,2993
6252,50700,2021-02-10,95,2993
4312,50700,2021-11-03,105,2993
4175,50700,2021-05-17,112,2993
4752,50700,2020-06-29,124,2993
4106,20400,2021-04-22,40,3025
3827,20400,2020-10-04,101,3025
5556,20400,2021-05-23,36,3025
5104,20400,2021-01-28,83,3025
4783,20400,2020-06-28,64,3025
6105,20400,2021-04-29,140,3025
4054,20400,2020-03-25,96,3025
3862,20400,2021-04-06,146,3025
6163,20400,2020-04-09,129,3025
5850,20400,2020-02-14,45,3025
3711,20400,2020-04-13,97,3025
4206,25500,2021-01-16,93,3025
4289,25500,2021-11-17,79,3025
5835,25500,2020-10-31,147,3025
5073,25500,2021-07-09,82,3025
3514,25500,2020-10-19,102,3025
3802,25500,2021-07-20,107,3025
3630,25500,2020-08-03,122,3025
5128,25500,2021-03-29,28,3025
4010,25500,2020-12-02,89,3025
3742,25500,2020-01-21,108,3025
5756,33150,2021-04-24,80,3025
5609,33150,2021-07-01,134,3025
6246,33150,2021-05-13,95,3025
5859,33200,2020-10-15,45,6801
6193,33200,2021-12-03,135,6801
4990,33200,2020-07-13,87,6801
4164,33200,2020-06-11,112,6801
4867,33200,2020-08-24,141,6801
5713,41500,2020-08-20,139,6801
5350,41500,2020-03-05,92,6801
5136,41500,2021-07-05,28,6801
5278,41500,2021-11-26,88,6801
4890,41500,2021-04-17,103,6801
4566,41500,2020-06-20,126,6801
5922,41500,2020-09-25,144,6801
5453,41500,2021-09-28,136,6801
3856,41500,2020-12-22,146,6801
4085,41500,2021-08-06,137,6801
3540,49800,2021-05-10,22,6801
5018,49800,2021-03-05,121,6801
4896,49800,2021-07-14,47,6801
4474,49800,2021-11-23,11,6801
5225,45450,2021-10-03,118,7323
3949,45450,2020-02-15,125,7323
5397,45450,2021-05-26,84,7323
5732,45450,2020-08-16,80,7323
3613,45450,2020-03-31,115,7323
4738,45450,2020-08-18,124,7323
4807,45450,2020-10-24,150,7323
5955,45450,2020-12-04,44,7323
4669,45450,2021-10-29,142,7323
6054,50500,2020-12-03,113,7323
4960,50500,2021-07-26,111,7323
4440,50500,2021-10-31,81,7323
5505,50500,2021-03-19,91,7323
4511,50500,2021-06-01,74,7323
5530,50500,2020-12-20,38,7323
4455,50500,2021-12-09,11,7323
